(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		105143_ROV.2157 (9008 verts)	-1	False	False	False	1	[255,255,0_2 (UnityEngine.Material)] 	
		105143_ROV.2095 (36 verts)	-1	False	False	False	1	[Body729 (UnityEngine.Material)] 	
		105143_ROV.2137 (56 verts)	-1	False	False	False	1	[Body767 (UnityEngine.Material)] 	
		105143_ROV.2188 (380 verts)	-1	False	False	False	1	[Body802 (UnityEngine.Material)] 	
		105143_ROV.2072 (12 verts)	-1	False	False	False	1	[Body708 (UnityEngine.Material)] 	
		105143_ROV.2071 (32 verts)	-1	False	False	False	1	[Body707 (UnityEngine.Material)] 	
		105143_ROV.2070 (36 verts)	-1	False	False	False	1	[Body706 (UnityEngine.Material)] 	
		105143_ROV.2204 (10 verts)	-1	False	False	False	1	[Body817 (UnityEngine.Material)] 	
		105143_ROV.2205 (5859 verts)	-1	False	False	False	1	[Body951 (UnityEngine.Material)] 	
		105143_ROV.2206 (32 verts)	-1	False	False	False	1	[Body819 (UnityEngine.Material)] 	
		105143_ROV.2207 (64 verts)	-1	False	False	False	1	[Body82 (UnityEngine.Material)] 	
		105143_ROV.2208 (355 verts)	-1	False	False	False	1	[Body820 (UnityEngine.Material)] 	
		105143_ROV.2209 (32 verts)	-1	False	False	False	1	[Body821 (UnityEngine.Material)] 	
		105143_ROV.2249 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2210 (296 verts)	-1	False	False	False	1	[Body822 (UnityEngine.Material)] 	
		105143_ROV.2212 (184 verts)	-1	False	False	False	1	[Body824 (UnityEngine.Material)] 	
		105143_ROV.2213 (289 verts)	-1	False	False	False	1	[Body825 (UnityEngine.Material)] 	
		105143_ROV.2203 (77 verts)	-1	False	False	False	1	[Body816 (UnityEngine.Material)] 	
		105143_ROV.2216 (23 verts)	-1	False	False	False	1	[Body828 (UnityEngine.Material)] 	
		105143_ROV.2218 (48 verts)	-1	False	False	False	1	[Body83 (UnityEngine.Material)] 	
		105143_ROV.2219 (106 verts)	-1	False	False	False	1	[Body830 (UnityEngine.Material)] 	
		105143_ROV.2220 (144 verts)	-1	False	False	False	1	[Body831 (UnityEngine.Material)] 	
		105143_ROV.2221 (32 verts)	-1	False	False	False	1	[Body832 (UnityEngine.Material)] 	
		105143_ROV.2222 (29 verts)	-1	False	False	False	1	[Body833 (UnityEngine.Material)] 	
		105143_ROV.2223 (210 verts)	-1	False	False	False	1	[Body834 (UnityEngine.Material)] 	
		105143_ROV.2211 (41 verts)	-1	False	False	False	1	[Body823 (UnityEngine.Material)] 	
		105143_ROV.2250 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2251 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2252 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2217 (36 verts)	-1	False	False	False	1	[Body829 (UnityEngine.Material)] 	
		105143_ROV.2281 (32 verts)	-1	False	False	False	1	[Body869 (UnityEngine.Material)] 	
		105143_ROV.2202 (154 verts)	-1	False	False	False	1	[Body815 (UnityEngine.Material)] 	
		105143_ROV.2200 (8 verts)	-1	False	False	False	1	[Body813 (UnityEngine.Material)] 	
		105143_ROV.2231 (131 verts)	-1	False	False	False	1	[Body841 (UnityEngine.Material)] 	
		105143_ROV.2232 (32 verts)	-1	False	False	False	1	[Body842 (UnityEngine.Material)] 	
		105143_ROV.2233 (388 verts)	-1	False	False	False	1	[Body843 (UnityEngine.Material)] 	
		105143_ROV.2234 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2235 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2236 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2237 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2238 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2239 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2240 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2201 (36 verts)	-1	False	False	False	1	[Body814 (UnityEngine.Material)] 	
		105143_ROV.2241 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2243 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2244 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2245 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2246 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2247 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2248 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2227 (132 verts)	-1	False	False	False	1	[Body838 (UnityEngine.Material)] 	
		105143_ROV.2226 (80 verts)	-1	False	False	False	1	[Body837 (UnityEngine.Material)] 	
		105143_ROV.2225 (291 verts)	-1	False	False	False	1	[Body836 (UnityEngine.Material)] 	
		105143_ROV.2224 (64 verts)	-1	False	False	False	1	[Body835 (UnityEngine.Material)] 	
		105143_ROV.2242 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2325 (2416 verts)	-1	False	False	False	1	[Body906 (UnityEngine.Material)] 	
		105143_ROV.2282 (124 verts)	-1	False	False	False	1	[Body87 (UnityEngine.Material)] 	
		105143_ROV.2285 (32 verts)	-1	False	False	False	1	[Body872 (UnityEngine.Material)] 	
		105143_ROV.2257 (345 verts)	-1	False	False	False	1	[Body847 (UnityEngine.Material)] 	
		105143_ROV.2258 (36 verts)	-1	False	False	False	1	[Body848 (UnityEngine.Material)] 	
		105143_ROV.2259 (10 verts)	-1	False	False	False	1	[Body849 (UnityEngine.Material)] 	
		105143_ROV.2260 (73 verts)	-1	False	False	False	1	[Body85 (UnityEngine.Material)] 	
		105143_ROV.2261 (30 verts)	-1	False	False	False	1	[Body850 (UnityEngine.Material)] 	
		105143_ROV.2262 (24 verts)	-1	False	False	False	1	[Body851 (UnityEngine.Material)] 	
		105143_ROV.2278 (32 verts)	-1	False	False	False	1	[Body866 (UnityEngine.Material)] 	
		105143_ROV.2263 (36 verts)	-1	False	False	False	1	[Body852 (UnityEngine.Material)] 	
		105143_ROV.2265 (415 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		105143_ROV.2266 (14 verts)	-1	False	False	False	1	[Body855 (UnityEngine.Material)] 	
		105143_ROV.2256 (276 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		105143_ROV.2267 (143 verts)	-1	False	False	False	1	[Body856 (UnityEngine.Material)] 	
		105143_ROV.2269 (36 verts)	-1	False	False	False	1	[Body858 (UnityEngine.Material)] 	
		105143_ROV.2270 (44 verts)	-1	False	False	False	1	[Body859 (UnityEngine.Material)] 	
		105143_ROV.2271 (32 verts)	-1	False	False	False	1	[Body86 (UnityEngine.Material)] 	
		105143_ROV.2272 (48 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		105143_ROV.2273 (40 verts)	-1	False	False	False	1	[Body861 (UnityEngine.Material)] 	
		105143_ROV.2274 (109 verts)	-1	False	False	False	1	[Body862 (UnityEngine.Material)] 	
		105143_ROV.2264 (76 verts)	-1	False	False	False	1	[Body853 (UnityEngine.Material)] 	
		105143_ROV.2198 (100 verts)	-1	False	False	False	1	[Body811 (UnityEngine.Material)] 	
		105143_ROV.2197 (91 verts)	-1	False	False	False	1	[Body810 (UnityEngine.Material)] 	
		105143_ROV.2196 (200 verts)	-1	False	False	False	1	[Body81 (UnityEngine.Material)] 	
		105143_ROV.2268 (36 verts)	-1	False	False	False	1	[Body857 (UnityEngine.Material)] 	
		105143_ROV.2283 (124 verts)	-1	False	False	False	1	[Body870 (UnityEngine.Material)] 	
		105143_ROV.2255 (1094 verts)	-1	False	False	False	1	[Body845 (UnityEngine.Material)] 	
		105143_ROV.2253 (80 verts)	-1	False	False	False	1	[Body844 (UnityEngine.Material)] 	
		105143_ROV.2292 (140 verts)	-1	False	False	False	1	[Body879 (UnityEngine.Material)] 	
		105143_ROV.2293 (120 verts)	-1	False	False	False	1	[Body88 (UnityEngine.Material)] 	
		105143_ROV.2300 (112 verts)	-1	False	False	False	1	[Body884 (UnityEngine.Material)] 	
		105143_ROV.2301 (32 verts)	-1	False	False	False	1	[Body885 (UnityEngine.Material)] 	
		105143_ROV.2302 (116 verts)	-1	False	False	False	1	[Body886 (UnityEngine.Material)] 	
		105143_ROV.2303 (254 verts)	-1	False	False	False	1	[Body887 (UnityEngine.Material)] 	
		105143_ROV.2280 (938 verts)	-1	False	False	False	1	[Body868 (UnityEngine.Material)] 	
		105143_ROV.2304 (48 verts)	-1	False	False	False	1	[Body888 (UnityEngine.Material)] 	
		105143_ROV.2306 (144 verts)	-1	False	False	False	1	[Body89 (UnityEngine.Material)] 	
		105143_ROV.2307 (20 verts)	-1	False	False	False	1	[Body890 (UnityEngine.Material)] 	
		105143_ROV.2254 (1754 verts)	-1	False	False	False	1	[Body844_1 (UnityEngine.Material)] 	
		105143_ROV.2308 (258 verts)	-1	False	False	False	1	[Body891 (UnityEngine.Material)] 	
		105143_ROV.2310 (98 verts)	-1	False	False	False	1	[Body893 (UnityEngine.Material)] 	
		105143_ROV.2311 (45 verts)	-1	False	False	False	1	[Body894 (UnityEngine.Material)] 	
		105143_ROV.2312 (85 verts)	-1	False	False	False	1	[Body895 (UnityEngine.Material)] 	
		105143_ROV.2313 (214 verts)	-1	False	False	False	1	[Body896 (UnityEngine.Material)] 	
		105143_ROV.2314 (88 verts)	-1	False	False	False	1	[Body897 (UnityEngine.Material)] 	
		105143_ROV.2315 (64 verts)	-1	False	False	False	1	[Body898 (UnityEngine.Material)] 	
		105143_ROV.2305 (360 verts)	-1	False	False	False	1	[Body889 (UnityEngine.Material)] 	
		105143_ROV.2199 (32 verts)	-1	False	False	False	1	[Body812 (UnityEngine.Material)] 	
		105143_ROV.2279 (122 verts)	-1	False	False	False	1	[Body867 (UnityEngine.Material)] 	
		105143_ROV.2275 (34 verts)	-1	False	False	False	1	[Body863 (UnityEngine.Material)] 	
		105143_ROV.2309 (116 verts)	-1	False	False	False	1	[Body892 (UnityEngine.Material)] 	
		105143_ROV.2230 (14 verts)	-1	False	False	False	1	[Body840 (UnityEngine.Material)] 	
		ID233 (38867 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		ID245 (104 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		105143_ROV.2329 (36 verts)	-1	False	False	False	1	[Body91 (UnityEngine.Material)] 	
		105143_ROV.2330 (16 verts)	-1	False	False	False	1	[Body910 (UnityEngine.Material)] 	
		105143_ROV.2340 (148 verts)	-1	False	False	False	1	[Body92 (UnityEngine.Material)] 	
		105143_ROV.2342 (20 verts)	-1	False	False	False	1	[Body921 (UnityEngine.Material)] 	
		105143_ROV.2345 (48 verts)	-1	False	False	False	1	[New Material (UnityEngine.Material)] 	
		105143_ROV.2346 (180 verts)	-1	False	False	False	1	[New Material (UnityEngine.Material)] 	
		105143_ROV.2347 (8 verts)	-1	False	False	False	1	[Body926 (UnityEngine.Material)] 	
		105143_ROV.2361 (10 verts)	-1	False	False	False	1	[Body939 (UnityEngine.Material)] 	
		105143_ROV.2348 (15 verts)	-1	False	False	False	1	[Body927 (UnityEngine.Material)] 	
		105143_ROV.2350 (36 verts)	-1	False	False	False	1	[Body929 (UnityEngine.Material)] 	
		105143_ROV.2351 (88 verts)	-1	False	False	False	1	[Body93 (UnityEngine.Material)] 	
		105143_ROV.2352 (32 verts)	-1	False	False	False	1	[Body930 (UnityEngine.Material)] 	
		105143_ROV.2353 (48 verts)	-1	False	False	False	1	[Body931 (UnityEngine.Material)] 	
		105143_ROV.2354 (154 verts)	-1	False	False	False	1	[Body932 (UnityEngine.Material)] 	
		105143_ROV.2355 (2539 verts)	-1	False	False	False	1	[Body933 (UnityEngine.Material)] 	
		105143_ROV.2356 (48 verts)	-1	False	False	False	1	[Body934 (UnityEngine.Material)] 	
		105143_ROV.2357 (72 verts)	-1	False	False	False	1	[Body935 (UnityEngine.Material)] 	
		105143_ROV.2358 (48 verts)	-1	False	False	False	1	[Body936 (UnityEngine.Material)] 	
		105143_ROV.2359 (88 verts)	-1	False	False	False	1	[Body937 (UnityEngine.Material)] 	
		105143_ROV.2349 (36 verts)	-1	False	False	False	1	[Body928 (UnityEngine.Material)] 	
		ID45 (208 verts)	-1	False	False	False	2	[material (UnityEngine.Material)] [Color_M05 (UnityEngine.Material)] 	
		105143_ROV.2328 (6621 verts)	-1	False	False	False	1	[255,255,0_2 (UnityEngine.Material)] 	
		105143_ROV.2327 (36 verts)	-1	False	False	False	1	[Body908 (UnityEngine.Material)] 	
		105143_ROV.2326 (36 verts)	-1	False	False	False	1	[Body907 (UnityEngine.Material)] 	
		105143_ROV.2360 (73 verts)	-1	False	False	False	1	[Body938 (UnityEngine.Material)] 	
		105143_ROV.2367 (24 verts)	-1	False	False	False	1	[Body944 (UnityEngine.Material)] 	
		105143_ROV.2368 (90 verts)	-1	False	False	False	1	[Body945 (UnityEngine.Material)] 	
		105143_ROV.2372 (36 verts)	-1	False	False	False	1	[Body949 (UnityEngine.Material)] 	
		105143_ROV.2373 (117 verts)	-1	False	False	False	1	[Body95 (UnityEngine.Material)] 	
		105143_ROV.2374 (184 verts)	-1	False	False	False	1	[Body950 (UnityEngine.Material)] 	
		105143_ROV.2375 (6817 verts)	-1	False	False	False	1	[Body951 (UnityEngine.Material)] 	
		105143_ROV.2376 (5 verts)	-1	False	False	False	1	[Body951_1 (UnityEngine.Material)] 	
		105143_ROV.2363 (242 verts)	-1	False	False	False	1	[Body940 (UnityEngine.Material)] 	
		105143_ROV.2377 (6 verts)	-1	False	False	False	1	[Body951_1 (UnityEngine.Material)] 	
		105143_ROV.2379 (5 verts)	-1	False	False	False	1	[Body951_1 (UnityEngine.Material)] 	
		105143_ROV.2390 (4 verts)	-1	False	False	False	1	[Body951_3 (UnityEngine.Material)] 	
		105143_ROV.2380 (4 verts)	-1	False	False	False	1	[Body951_1 (UnityEngine.Material)] 	
		105143_ROV.2382 (5 verts)	-1	False	False	False	1	[Body951_2 (UnityEngine.Material)] 	
		105143_ROV.2383 (8 verts)	-1	False	False	False	1	[Body951_2 (UnityEngine.Material)] 	
		105143_ROV.2384 (5 verts)	-1	False	False	False	1	[Body951_2 (UnityEngine.Material)] 	
		105143_ROV.2385 (5 verts)	-1	False	False	False	1	[Body951_2 (UnityEngine.Material)] 	
		105143_ROV.2386 (4 verts)	-1	False	False	False	1	[Body951_2 (UnityEngine.Material)] 	
		105143_ROV.2387 (4 verts)	-1	False	False	False	1	[Body951_2 (UnityEngine.Material)] 	
		105143_ROV.2388 (5 verts)	-1	False	False	False	1	[Body951_3 (UnityEngine.Material)] 	
		105143_ROV.2378 (5 verts)	-1	False	False	False	1	[Body951_1 (UnityEngine.Material)] 	
		105143_ROV.2389 (5 verts)	-1	False	False	False	1	[Body951_3 (UnityEngine.Material)] 	
		105143_ROV.2362 (76 verts)	-1	False	False	False	1	[Body94 (UnityEngine.Material)] 	
		105143_ROV.2381 (4 verts)	-1	False	False	False	1	[Body951_1 (UnityEngine.Material)] 	
		105143_ROV.2392 (32 verts)	-1	False	False	False	1	[Body953 (UnityEngine.Material)] 	
		105143_ROV.2419 (310 verts)	-1	False	False	False	1	[Body976 (UnityEngine.Material)] 	
		105143_ROV.2420 (36 verts)	-1	False	False	False	1	[Body977 (UnityEngine.Material)] 	
		105143_ROV.2395 (48 verts)	-1	False	False	False	1	[Body956 (UnityEngine.Material)] 	
		105143_ROV.2396 (36 verts)	-1	False	False	False	1	[Body957 (UnityEngine.Material)] 	
		105143_ROV.2397 (36 verts)	-1	False	False	False	1	[Body958 (UnityEngine.Material)] 	
		105143_ROV.2398 (36 verts)	-1	False	False	False	1	[Body959 (UnityEngine.Material)] 	
		105143_ROV.2399 (12 verts)	-1	False	False	False	1	[Body96 (UnityEngine.Material)] 	
		105143_ROV.2400 (50 verts)	-1	False	False	False	1	[Body960 (UnityEngine.Material)] 	
		105143_ROV.2401 (88 verts)	-1	False	False	False	1	[Body960_1 (UnityEngine.Material)] 	
		105143_ROV.2402 (35 verts)	-1	False	False	False	1	[Body961 (UnityEngine.Material)] 	
		105143_ROV.2416 (14 verts)	-1	False	False	False	1	[Body973 (UnityEngine.Material)] 	
		105143_ROV.2403 (128 verts)	-1	False	False	False	1	[Body962 (UnityEngine.Material)] 	
		105143_ROV.2394 (48 verts)	-1	False	False	False	1	[Body955 (UnityEngine.Material)] 	
		105143_ROV.2405 (163 verts)	-1	False	False	False	1	[Body964 (UnityEngine.Material)] 	
		105143_ROV.2407 (694 verts)	-1	False	False	False	1	[Body966 (UnityEngine.Material)] 	
		105143_ROV.2408 (130 verts)	-1	False	False	False	1	[Body967 (UnityEngine.Material)] 	
		105143_ROV.2409 (36 verts)	-1	False	False	False	1	[Body968 (UnityEngine.Material)] 	
		105143_ROV.2410 (8 verts)	-1	False	False	False	1	[Body969 (UnityEngine.Material)] 	
		105143_ROV.2411 (482 verts)	-1	False	False	False	1	[Body97 (UnityEngine.Material)] 	
		105143_ROV.2412 (30 verts)	-1	False	False	False	1	[Body970 (UnityEngine.Material)] 	
		105143_ROV.2413 (64 verts)	-1	False	False	False	1	[Body971 (UnityEngine.Material)] 	
		105143_ROV.2414 (32 verts)	-1	False	False	False	1	[Body971_1 (UnityEngine.Material)] 	
		105143_ROV.2404 (582 verts)	-1	False	False	False	1	[Body963 (UnityEngine.Material)] 	
		ID145 (364 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		105143_ROV.2406 (353 verts)	-1	False	False	False	1	[Body965 (UnityEngine.Material)] 	
		105143_ROV.2366 (16 verts)	-1	False	False	False	1	[Body943 (UnityEngine.Material)] 	
		105143_ROV.2393 (35 verts)	-1	False	False	False	1	[Body954 (UnityEngine.Material)] 	
		105143_ROV.2417 (10 verts)	-1	False	False	False	1	[Body974 (UnityEngine.Material)] 	
		105143_ROV.2421 (148 verts)	-1	False	False	False	1	[Body978 (UnityEngine.Material)] 	
		105143_ROV.2422 (8 verts)	-1	False	False	False	1	[Body979 (UnityEngine.Material)] 	
		105143_ROV.2423 (12 verts)	-1	False	False	False	1	[Body98 (UnityEngine.Material)] 	
		105143_ROV.2424 (12 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		105143_ROV.2425 (8 verts)	-1	False	False	False	1	[Body981 (UnityEngine.Material)] 	
		105143_ROV.2427 (1551 verts)	-1	False	False	False	1	[Body983 (UnityEngine.Material)] 	
		105143_ROV.2428 (39 verts)	-1	False	False	False	1	[Body984 (UnityEngine.Material)] 	
		105143_ROV.2429 (16 verts)	-1	False	False	False	1	[Body985 (UnityEngine.Material)] 	
		105143_ROV.2418 (32 verts)	-1	False	False	False	1	[Body975 (UnityEngine.Material)] 	
		105143_ROV.2430 (54 verts)	-1	False	False	False	1	[Body986 (UnityEngine.Material)] 	
		105143_ROV.2415 (36 verts)	-1	False	False	False	1	[Body972 (UnityEngine.Material)] 	
		105143_ROV.2440 (36 verts)	-1	False	False	False	1	[Body995 (UnityEngine.Material)] 	
		105143_ROV.2445 (72 verts)	-1	False	False	False	1	[_05143__D (UnityEngine.Material)] 	
		105143_ROV.1171 (1) (268 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		105143_ROV.336 (1) (112 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		skp3C38 (52 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID13 (57 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID19 (10846 verts)	-1	False	True	False	2	[material (UnityEngine.Material)] [Color_M05 (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		ID27 (208 verts)	-1	False	False	False	2	[material (UnityEngine.Material)] [Color_M05 (UnityEngine.Material)] 	
		ID33 (222 verts)	-1	False	False	False	2	[material (UnityEngine.Material)] [Color_M05 (UnityEngine.Material)] 	
		105143_ROV.2434 (486 verts)	-1	False	False	False	1	[163,163,169 (UnityEngine.Material)] 	
		105143_ROV.2391 (14 verts)	-1	False	False	False	1	[Body952 (UnityEngine.Material)] 	
		105143_ROV.2444 (152 verts)	-1	False	False	False	1	[Body999 (UnityEngine.Material)] 	
		105143_ROV.2365 (1988 verts)	-1	False	False	False	1	[Body951 (UnityEngine.Material)] 	
		105143_ROV.2364 (61 verts)	-1	False	False	False	1	[Body941 (UnityEngine.Material)] 	
		ID39 (222 verts)	-1	False	False	False	2	[material (UnityEngine.Material)] [Color_M05 (UnityEngine.Material)] 	
		ID81 (194 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID87 (6 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID93 (163 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID111 (106 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID117 (66 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID123 (97 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID129 (7 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID215 (104 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		ID135 (10 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID147 (52 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID75 (108 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID153 (12 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID165 (142 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID171 (168 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID177 (142 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID183 (168 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID189 (142 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID195 (168 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID201 (142 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID141 (104 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID57 (108 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID405 (104 verts)	-1	False	False	False	1	[Color_M06 (UnityEngine.Material)] 	
		ID159 (168 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID417 (104 verts)	-1	False	False	False	1	[Color_M06 (UnityEngine.Material)] 	
		ID69 (22 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID207 (626 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		ID251 (200 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID257 (200 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID263 (162 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID269 (162 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID275 (162 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID281 (198 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID287 (162 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID227 (104 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		ID293 (162 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID305 (3583 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID63 (18 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID313 (2088 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID325 (2104 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID331 (1946 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID337 (1948 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID343 (108 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID349 (24 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID355 (108 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID361 (24 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID299 (198 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID399 (104 verts)	-1	False	False	False	1	[Color_M06 (UnityEngine.Material)] 	
		ID221 (104 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		ID319 (3575 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID239 (104 verts)	-1	False	False	False	1	[Color_M02 (UnityEngine.Material)] 	
		ID609 (30 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID621 (256 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID471 (104 verts)	-1	False	False	False	1	[Color_M06 (UnityEngine.Material)] 	
		ID477 (2516 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID483 (22 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID489 (1970 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID495 (30 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID501 (2108 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID507 (30 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID591 (22 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID513 (2429 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID525 (2432 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID465 (104 verts)	-1	False	False	False	1	[Color_M06 (UnityEngine.Material)] 	
		ID531 (30 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID543 (30 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID549 (400 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID555 (344 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID561 (3570 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID567 (2084 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID573 (3549 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID579 (2062 verts)	-1	False	False	False	1	[Color_B07 (UnityEngine.Material)] 	
		ID519 (30 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID747 (144 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID51 (106 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID537 (2114 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID615 (104 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID459 (104 verts)	-1	False	False	False	1	[Color_M06 (UnityEngine.Material)] 	
		ID585 (256 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
		ID627 (26 verts)	-1	False	False	False	1	[material (UnityEngine.Material)] 	
